category,cause,fix_applied,meeting,filename,path,chars_before,chars_after,recovered,outcome
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-05-02_Board of Education Workshop 6_00 PM,3.e. 2023 Apple Quotes.pdf,2023-05-02_Board of Education Workshop 6_00 PM/3.e. 2023 Apple Quotes.pdf,0,2891,2891,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-05-16_Regular Meeting of the Board of Education 7_00 PM,8.D. 2023 Apple Quotes.pdf,2023-05-16_Regular Meeting of the Board of Education 7_00 PM/8.D. 2023 Apple Quotes.pdf,0,2891,2891,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,12.C. Project Path (1).pdf,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/12.C. Project Path (1).pdf,0,2635,2635,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-08-19_Regular Meeting of the Board of Education 6_00 PM,Co-Operative Agreement Letter to the MHSAA - 8-15-25 (003).pdf,2025-08-19_Regular Meeting of the Board of Education 6_00 PM/Co-Operative Agreement Letter to the MHSAA - 8-15-25 (003).pdf,0,2357,2357,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-06_Board of Education Workshop 6_00 P.M,3.c. Bond - BP1A rebid - Elementary Playground Site Work Rec 1 2024 (2).pdf,2024-02-06_Board of Education Workshop 6_00 P.M/3.c. Bond - BP1A rebid - Elementary Playground Site Work Rec 1 2024 (2).pdf,0,2259,2259,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-27_Regular Meeting of the Board of Education 7_00 PM,8.B. Bond - BP1A rebid - Elementary Playground Site Work Rec 1 2024 (2).pdf,2024-02-27_Regular Meeting of the Board of Education 7_00 PM/8.B. Bond - BP1A rebid - Elementary Playground Site Work Rec 1 2024 (2).pdf,0,2259,2259,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-06-03_Board of Education Workshop 6_00 P.M,3.f. Troy Preschool Pavilion - 5 2025.pdf,2025-06-03_Board of Education Workshop 6_00 P.M/3.f. Troy Preschool Pavilion - 5 2025.pdf,0,2258,2258,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-06-17_Regular Meeting of the Board of Education 7_00 PM,6.I. Troy Preschool Pavilion - 5 2025.pdf,2025-06-17_Regular Meeting of the Board of Education 7_00 PM/6.I. Troy Preschool Pavilion - 5 2025.pdf,0,2258,2258,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-09-03_Board of Education Workshop 6_00 PM,Comms BOE Presentation.pdf,2024-09-03_Board of Education Workshop 6_00 PM/Comms BOE Presentation.pdf,0,2210,2210,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-02-23_Regular Meeting of the Board of Education 7_00 PM,8.A. 9917 - Flooring-Polishing Bid Tab 1 2021.pdf,2021-02-23_Regular Meeting of the Board of Education 7_00 PM/8.A. 9917 - Flooring-Polishing Bid Tab 1 2021.pdf,0,2195,2195,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-05-02_Board of Education Workshop 6_00 PM,3.a. Contract renewal agreement wo SFA sig.pdf,2023-05-02_Board of Education Workshop 6_00 PM/3.a. Contract renewal agreement wo SFA sig.pdf,0,2140,2140,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-05-16_Regular Meeting of the Board of Education 7_00 PM,5.F. Contract renewal agreement wo SFA sig.pdf,2023-05-16_Regular Meeting of the Board of Education 7_00 PM/5.F. Contract renewal agreement wo SFA sig.pdf,0,2140,2140,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-04-28_Board of Education Workshop 6_00 PM,2.b. TROY SCHL ROB 4.7.26 (27 F6A VAN).pdf,2026-04-28_Board of Education Workshop 6_00 PM/2.b. TROY SCHL ROB 4.7.26 (27 F6A VAN).pdf,0,1715,1715,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-05-19_Regular Meeting of the Board of Education 7_00 PM,8.B. TROY SCHL ROB 4.7.26 (27 F6A VAN).pdf,2026-05-19_Regular Meeting of the Board of Education 7_00 PM/8.B. TROY SCHL ROB 4.7.26 (27 F6A VAN).pdf,0,1715,1715,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-06_Board of Education Workshop 6_00 P.M,3.b. BMB - 2024 moving award rec.pdf,2024-02-06_Board of Education Workshop 6_00 P.M/3.b. BMB - 2024 moving award rec.pdf,0,1690,1690,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-27_Regular Meeting of the Board of Education 7_00 PM,8.A. BMB - 2024 moving award rec.pdf,2024-02-27_Regular Meeting of the Board of Education 7_00 PM/8.A. BMB - 2024 moving award rec.pdf,0,1690,1690,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-01-14_Board of Education Workshop 6_00 PM,3.b. RFP 2425-01 - BOND - Pavement Replacement Project Lecole Planners Rec.pdf,2025-01-14_Board of Education Workshop 6_00 PM/3.b. RFP 2425-01 - BOND - Pavement Replacement Project Lecole Planners Rec.pdf,0,1669,1669,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,12.B.  RFP 2425-01 - BOND - Pavement Replacement Project Lecole Planners Rec.pdf,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/12.B.  RFP 2425-01 - BOND - Pavement Replacement Project Lecole Planners Rec.pdf,0,1669,1669,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-12-05_Board of Education Workshop 7_00 P.M. (FOLLOWING SPECIAL MEETING),2.b. RFP 2324-07 - Bond New Smith Electrical Equipment Pre Purchase Rec.pdf,2023-12-05_Board of Education Workshop 7_00 P.M. (FOLLOWING SPECIAL MEETING)/2.b. RFP 2324-07 - Bond New Smith Electrical Equipment Pre Purchase Rec.pdf,0,1652,1652,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-12-12_Regular Meeting of the Board of Education 7_00 PM,8.B. RFP 2324-07 - Bond New Smith Electrical Equipment Pre Purchase Rec.pdf,2023-12-12_Regular Meeting of the Board of Education 7_00 PM/8.B. RFP 2324-07 - Bond New Smith Electrical Equipment Pre Purchase Rec.pdf,0,1652,1652,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-27_Regular Meeting of the Board of Education 7_00 PM,MASB Ballot Region 8 2024.pdf,2024-02-27_Regular Meeting of the Board of Education 7_00 PM/MASB Ballot Region 8 2024.pdf,0,1651,1651,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2020-09-01_Special Meeting of the Board of Education 7_00 PM or Immediately Following Workshop,Professional Plastic Pricing.pdf,2020-09-01_Special Meeting of the Board of Education 7_00 PM or Immediately Following Workshop/Professional Plastic Pricing.pdf,0,1635,1635,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-08-20_Regular Meeting of the Board of Education 6_00 PM,8.C. Board Memo.pdf,2024-08-20_Regular Meeting of the Board of Education 6_00 PM/8.C. Board Memo.pdf,0,1587,1587,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-01-14_Board of Education Workshop 6_00 PM,3.a. RFP 2425-05 THS kitchen servery remodel BMB contractor award rec.pdf,2025-01-14_Board of Education Workshop 6_00 PM/3.a. RFP 2425-05 THS kitchen servery remodel BMB contractor award rec.pdf,0,1565,1565,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,12.A. RFP 2425-05 THS kitchen servery remodel BMB contractor award rec.pdf,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/12.A. RFP 2425-05 THS kitchen servery remodel BMB contractor award rec.pdf,0,1565,1565,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-02-03_Board of Education Workshop 6_00 PM,3.a. Flooring 3742_001.pdf,2026-02-03_Board of Education Workshop 6_00 PM/3.a. Flooring 3742_001.pdf,0,1496,1496,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-02-24_Regular Meeting of the Board of Education 7_00 PM,8.C. Flooring 3742_001.pdf,2026-02-24_Regular Meeting of the Board of Education 7_00 PM/8.C. Flooring 3742_001.pdf,0,1496,1496,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-06_Board of Education Workshop 6_00 P.M,3.e. BMB - THS Athletics Temp Fence Bid Rec.pdf,2024-02-06_Board of Education Workshop 6_00 P.M/3.e. BMB - THS Athletics Temp Fence Bid Rec.pdf,0,1478,1478,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-27_Regular Meeting of the Board of Education 7_00 PM,8.D. BMB - THS Athletics Temp Fence Bid Rec.pdf,2024-02-27_Regular Meeting of the Board of Education 7_00 PM/8.D. BMB - THS Athletics Temp Fence Bid Rec.pdf,0,1478,1478,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-09-06_Board of Education Workshop 6_00 PM,Delegate Assembly.pdf,2022-09-06_Board of Education Workshop 6_00 PM/Delegate Assembly.pdf,0,1432,1432,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-06-03_Board of Education Workshop 6_00 P.M,3.a. 2025-26 Signed Buget.pdf,2025-06-03_Board of Education Workshop 6_00 P.M/3.a. 2025-26 Signed Buget.pdf,0,1405,1405,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-06-06_Board of Education Workshop 6_00 PM,3.c. 2023 Ford Transit Vans Purchase Rec - 6 2023.pdf,2023-06-06_Board of Education Workshop 6_00 PM/3.c. 2023 Ford Transit Vans Purchase Rec - 6 2023.pdf,0,1394,1394,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-06-13_Regular Meeting of the Board of Education 7_30 PM,6.F. 2023 Ford Transit Vans Purchase Rec - 6 2023.pdf,2023-06-13_Regular Meeting of the Board of Education 7_30 PM/6.F. 2023 Ford Transit Vans Purchase Rec - 6 2023.pdf,0,1394,1394,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-01-14_Board of Education Workshop 6_00 PM,3.a. RFP 2425-05 THS kitchen servery remodel bid summary.pdf,2025-01-14_Board of Education Workshop 6_00 PM/3.a. RFP 2425-05 THS kitchen servery remodel bid summary.pdf,0,1341,1341,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,12.A. RFP 2425-05 THS kitchen servery remodel bid summary.pdf,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/12.A. RFP 2425-05 THS kitchen servery remodel bid summary.pdf,0,1341,1341,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-11-12_Board of Education Workshop 6_00 PM,2.b. Memorandum for Board Meeting.pdf,2024-11-12_Board of Education Workshop 6_00 PM/2.b. Memorandum for Board Meeting.pdf,0,1273,1273,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-11-19_Regular Meeting of the Board of Education 7_00 PM,8.C. Memorandum for Board Meeting.pdf,2024-11-19_Regular Meeting of the Board of Education 7_00 PM/8.C. Memorandum for Board Meeting.pdf,0,1273,1273,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2023-05-16_Regular Meeting of the Board of Education 7_00 PM,5.F.  Agreement page wo SFA sig.pdf,2023-05-16_Regular Meeting of the Board of Education 7_00 PM/5.F.  Agreement page wo SFA sig.pdf,0,1217,1217,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2020-09-01_Special Meeting of the Board of Education 7_00 PM or Immediately Following Workshop,Madison Liquidators Pricing.pdf,2020-09-01_Special Meeting of the Board of Education 7_00 PM or Immediately Following Workshop/Madison Liquidators Pricing.pdf,0,1203,1203,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-02-03_Board of Education Workshop 6_00 PM,3.c. RFP 2526-23 - Lecole Planners Rec - AHS Aux Lot 1 2026.pdf,2026-02-03_Board of Education Workshop 6_00 PM/3.c. RFP 2526-23 - Lecole Planners Rec - AHS Aux Lot 1 2026.pdf,0,1149,1149,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2026-02-24_Regular Meeting of the Board of Education 7_00 PM,8.E.  RFP 2526-23 - Lecole Planners Rec - AHS Aux Lot 1 2026.pdf,2026-02-24_Regular Meeting of the Board of Education 7_00 PM/8.E.  RFP 2526-23 - Lecole Planners Rec - AHS Aux Lot 1 2026.pdf,0,1149,1149,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-01-14_Board of Education Workshop 6_00 PM,3.b. RFP 2425-01 - BOND - Pavement Replacement Project Bid Summary.pdf,2025-01-14_Board of Education Workshop 6_00 PM/3.b. RFP 2425-01 - BOND - Pavement Replacement Project Bid Summary.pdf,0,1102,1102,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,12.B. RFP 2425-01 - BOND - Pavement Replacement Project Bid Summary.pdf,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/12.B. RFP 2425-01 - BOND - Pavement Replacement Project Bid Summary.pdf,0,1102,1102,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2020-09-01_Special Meeting of the Board of Education 7_00 PM or Immediately Following Workshop,Interstate Plastic Pricing.pdf,2020-09-01_Special Meeting of the Board of Education 7_00 PM or Immediately Following Workshop/Interstate Plastic Pricing.pdf,0,1012,1012,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-05-18_Regular Meeting of the Board of Education 7_00 PM,8.D. 2021 Site Work Testing Bid Tab.pdf,2021-05-18_Regular Meeting of the Board of Education 7_00 PM/8.D. 2021 Site Work Testing Bid Tab.pdf,0,1007,1007,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-02-11_Board of Education Workshop 6_00 PM,3.a. Bond - 2425-09 - AHS-THS Athletics Renovation Bid Tabulation.pdf,2025-02-11_Board of Education Workshop 6_00 PM/3.a. Bond - 2425-09 - AHS-THS Athletics Renovation Bid Tabulation.pdf,0,981,981,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-02-25_Regular Meeting of the Board of Education 7_00 PM,8.A. Bond - 2425-09 - AHS-THS Athletics Renovation Bid Tabulation.pdf,2025-02-25_Regular Meeting of the Board of Education 7_00 PM/8.A. Bond - 2425-09 - AHS-THS Athletics Renovation Bid Tabulation.pdf,0,981,981,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2020-09-01_Special Meeting of the Board of Education 7_00 PM or Immediately Following Workshop,VersaTables Pricing.pdf,2020-09-01_Special Meeting of the Board of Education 7_00 PM or Immediately Following Workshop/VersaTables Pricing.pdf,0,969,969,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-09-03_Board of Education Workshop 6_00 PM,MASB Delegate Certification.pdf,2024-09-03_Board of Education Workshop 6_00 PM/MASB Delegate Certification.pdf,0,936,936,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-09-17_Regular Meeting of the Board of Education 7_00 PM,MASB Delegate Certification.pdf,2024-09-17_Regular Meeting of the Board of Education 7_00 PM/MASB Delegate Certification.pdf,0,936,936,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-12-09_Board of Education Workshop 6_00 P.M,4.e. Paving Maps.pdf,2025-12-09_Board of Education Workshop 6_00 P.M/4.e. Paving Maps.pdf,0,917,917,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-04-20_Regular Meeting of the Board of Education 7_00 PM,8.A. 2021 Refuse Services RFP 9924 - Bid Summary.pdf,2021-04-20_Regular Meeting of the Board of Education 7_00 PM/8.A. 2021 Refuse Services RFP 9924 - Bid Summary.pdf,0,858,858,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-10-04_Board of Education Workshop 6_00 PM,2.b. Masonry Bid Withdraw Letter.pdf,2022-10-04_Board of Education Workshop 6_00 PM/2.b. Masonry Bid Withdraw Letter.pdf,0,722,722,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-10-18_Regular Meeting of the Board of Education 7_00 PM,8.C. Masonry Bid Withdraw Letter.pdf,2022-10-18_Regular Meeting of the Board of Education 7_00 PM/8.C. Masonry Bid Withdraw Letter.pdf,0,722,722,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2021-06-15_Regular Meeting of the Board of Education 7_00 PM,9.D. MI3062 PhotoSim (1).pdf,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/9.D. MI3062 PhotoSim (1).pdf,0,695,695,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-06_Board of Education Workshop 6_00 P.M,3.e. RFP 2324-14 - Bond - THS Athletics Temp Fence Bid Summary.pdf,2024-02-06_Board of Education Workshop 6_00 P.M/3.e. RFP 2324-14 - Bond - THS Athletics Temp Fence Bid Summary.pdf,0,509,509,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-27_Regular Meeting of the Board of Education 7_00 PM,8.D. RFP 2324-14 - Bond - THS Athletics Temp Fence Bid Summary.pdf,2024-02-27_Regular Meeting of the Board of Education 7_00 PM/8.D. RFP 2324-14 - Bond - THS Athletics Temp Fence Bid Summary.pdf,0,509,509,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-08-20_Regular Meeting of the Board of Education 6_00 PM,8.C. Summary of Serving Lines Bids.pdf,2024-08-20_Regular Meeting of the Board of Education 6_00 PM/8.C. Summary of Serving Lines Bids.pdf,0,446,446,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-06-14_Board of Education Workshop 6_00 PM,3.b. Wireless Controllers Bid Tab.pdf,2022-06-14_Board of Education Workshop 6_00 PM/3.b. Wireless Controllers Bid Tab.pdf,0,430,430,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-06-21_Regular Meeting of the Board of Education 7_00 PM,9.B. Wireless Controllers Bid Tab.pdf,2022-06-21_Regular Meeting of the Board of Education 7_00 PM/9.B. Wireless Controllers Bid Tab.pdf,0,430,430,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-10-15_Regular Meeting of the Board of Education 7_00 PM,8.B. School Outfitters Quote 101424.pdf,2024-10-15_Regular Meeting of the Board of Education 7_00 PM/8.B. School Outfitters Quote 101424.pdf,0,390,390,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2025-12-09_Board of Education Workshop 6_00 P.M,4.d. Roofing Maps.pdf,2025-12-09_Board of Education Workshop 6_00 P.M/4.d. Roofing Maps.pdf,0,388,388,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-11-12_Board of Education Workshop 6_00 PM,2.b. Bid Summary for Oven Purchase.pdf,2024-11-12_Board of Education Workshop 6_00 PM/2.b. Bid Summary for Oven Purchase.pdf,0,383,383,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-11-19_Regular Meeting of the Board of Education 7_00 PM,8.C. Bid Summary for Oven Purchase.pdf,2024-11-19_Regular Meeting of the Board of Education 7_00 PM/8.C. Bid Summary for Oven Purchase.pdf,0,383,383,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-06_Board of Education Workshop 6_00 P.M,3.b. RFP 2324-10 - BOND - Moving Services 2024 Bid Summary.pdf,2024-02-06_Board of Education Workshop 6_00 P.M/3.b. RFP 2324-10 - BOND - Moving Services 2024 Bid Summary.pdf,0,339,339,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2024-02-27_Regular Meeting of the Board of Education 7_00 PM,8.A. RFP 2324-10 - BOND - Moving Services 2024 Bid Summary.pdf,2024-02-27_Regular Meeting of the Board of Education 7_00 PM/8.A. RFP 2324-10 - BOND - Moving Services 2024 Bid Summary.pdf,0,339,339,recovered
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-06-14_Board of Education Workshop 6_00 PM,3.d. RFP 9945 - playground surfacing bid summary.pdf,2022-06-14_Board of Education Workshop 6_00 PM/3.d. RFP 9945 - playground surfacing bid summary.pdf,0,183,183,unchanged (genuinely low content)
A2 never parsed,PDF has no text layer (scan),ocrmypdf --force-ocr,2022-06-21_Regular Meeting of the Board of Education 7_00 PM,9.D. RFP 9945 - playground surfacing bid summary.pdf,2022-06-21_Regular Meeting of the Board of Education 7_00 PM/9.D. RFP 9945 - playground surfacing bid summary.pdf,0,183,183,unchanged (genuinely low content)
A3 never parsed,"image file, no extractor",tesseract,2023-10-03_Board of Education Workshop 6_00 PM,Portrait of a Learner - Revised Gold Circle.png,2023-10-03_Board of Education Workshop 6_00 PM/Portrait of a Learner - Revised Gold Circle.png,0,1661,1661,recovered
A3 never parsed,"image file, no extractor",tesseract,2023-02-07_Board of Education Workshop 6_00 PM,2023-02-07_16-44-44.png,2023-02-07_Board of Education Workshop 6_00 PM/2023-02-07_16-44-44.png,0,1202,1202,recovered
A3 never parsed,"image file, no extractor",tesseract,2024-09-17_Regular Meeting of the Board of Education 7_00 PM,2024-09-11_16-47-55.png,2024-09-17_Regular Meeting of the Board of Education 7_00 PM/2024-09-11_16-47-55.png,0,477,477,recovered
A3 never parsed,"image file, no extractor",tesseract,2025-02-11_Board of Education Workshop 6_00 PM,SOC 2025-2026.png,2025-02-11_Board of Education Workshop 6_00 PM/SOC 2025-2026.png,0,185,185,unchanged (genuinely low content)
A3 never parsed,"image file, no extractor",tesseract,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,January 2024 BOE Recognition Graphic.png,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/January 2024 BOE Recognition Graphic.png,0,62,62,unchanged (genuinely low content)
A4 never parsed,no legacy .ppt extractor,soffice -> pptx,2021-06-15_Regular Meeting of the Board of Education 7_00 PM,2020-2021 Retirees.ppt,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/2020-2021 Retirees.ppt,0,4245,4245,recovered
A4 never parsed,no legacy .ppt extractor,soffice -> pptx,2023-05-16_Regular Meeting of the Board of Education 7_00 PM,2022-2023 Retirees.ppt,2023-05-16_Regular Meeting of the Board of Education 7_00 PM/2022-2023 Retirees.ppt,0,2605,2605,recovered
A4 never parsed,no legacy .ppt extractor,soffice -> pptx,2022-05-17_Regular Meeting of the Board of Education 7_00 PM,2021-2022 Retirees.ppt,2022-05-17_Regular Meeting of the Board of Education 7_00 PM/2021-2022 Retirees.ppt,0,1836,1836,recovered
A5 never parsed,"docx body empty, content is an image",unzip word/media + tesseract,2022-10-18_Regular Meeting of the Board of Education 7_00 PM,1000.02.docx,2022-10-18_Regular Meeting of the Board of Education 7_00 PM/1000.02.docx,0,1824,1824,recovered
A5 never parsed,"docx body empty, content is an image",unzip word/media + tesseract,2022-10-18_Regular Meeting of the Board of Education 7_00 PM,0000.03.docx,2022-10-18_Regular Meeting of the Board of Education 7_00 PM/0000.03.docx,0,1643,1643,recovered
A5 never parsed,"docx body empty, content is an image",unzip word/media + tesseract,2021-03-16_Regular Meeting of the Board of Education 7_00 PM,8.C. Bond - RFP 9921 - Site Work 2021 Bid Summary.docx,2021-03-16_Regular Meeting of the Board of Education 7_00 PM/8.C. Bond - RFP 9921 - Site Work 2021 Bid Summary.docx,0,555,555,recovered
A6 never parsed,PDF misnamed .tmp; extension filter skipped it,magic-byte sniff,2011-12-31_2011 Board Packets and Minutes,101811WkspMtg.tmp,2011-12-31_2011 Board Packets and Minutes/101811WkspMtg.tmp,0,1356,1356,recovered
B1 parsed to garbage,CID glyph ids; no ToUnicode CMap,"re-OCR, garbage never wins on length",2025-04-01_Board of Education Workshop 6_00 PM,TSD PEPS Report - March 2025.pdf,2025-04-01_Board of Education Workshop 6_00 PM/TSD PEPS Report - March 2025.pdf,82353,31257,-51096,replaced garbage with real text
B2 parsed to almost nothing,image-only page(s),"re-OCR, keep longer",2022-06-14_Board of Education Workshop 6_00 PM,Why the Past 10 Years of American Life Have Been Uniquely Stupid - The Atlantic.pdf,2022-06-14_Board of Education Workshop 6_00 PM/Why the Past 10 Years of American Life Have Been Uniquely Stupid - The Atlantic.pdf,600,60292,59692,recovered
B2 parsed to almost nothing,image-only page(s),"re-OCR, keep longer",2023-07-18_Regular Meeting of the Board of Education 9_30 AM,MHSAA resolution 23-24.pdf,2023-07-18_Regular Meeting of the Board of Education 9_30 AM/MHSAA resolution 23-24.pdf,302,11000,10698,recovered
B2 parsed to almost nothing,image-only page(s),"re-OCR, keep longer",2022-07-26_Regular Meeting of the Board of Education 9_00 AM,MHSAA 22 23 Resolution.pdf,2022-07-26_Regular Meeting of the Board of Education 9_00 AM/MHSAA 22 23 Resolution.pdf,37,10735,10698,recovered
B2 parsed to almost nothing,image-only page(s),"re-OCR, keep longer",2023-10-03_Board of Education Workshop 6_00 PM,1032023 Bond Update.pptx,2023-10-03_Board of Education Workshop 6_00 PM/1032023 Bond Update.pptx,967,3831,2864,recovered
B2 parsed to almost nothing,image-only page(s),"re-OCR, keep longer",2021-06-15_Regular Meeting of the Board of Education 7_00 PM,9.D. 05132021 AT&T Cell Tower Lease.pptx,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/9.D. 05132021 AT&T Cell Tower Lease.pptx,167,2806,2639,recovered
B2 parsed to almost nothing,image-only page(s),"re-OCR, keep longer",2025-06-17_Regular Meeting of the Board of Education 7_00 PM,9.A. TSD BP T1 (Old Smith) Presentation Letter.pdf,2025-06-17_Regular Meeting of the Board of Education 7_00 PM/9.A. TSD BP T1 (Old Smith) Presentation Letter.pdf,12,2428,2416,recovered
B2 parsed to almost nothing,image-only page(s),"re-OCR, keep longer",2026-01-13_Board of Education Workshop 6_00 P.M,Honors Math - 8th Grade Enrollment Trends.pdf,2026-01-13_Board of Education Workshop 6_00 P.M/Honors Math - 8th Grade Enrollment Trends.pdf,461,2384,1923,recovered
B2 parsed to almost nothing,image-only page(s),"re-OCR, keep longer",2023-01-10_Board of Education Workshop 6_00 PM,2.a. Troy HS Seam Arrangement  230105.pdf,2023-01-10_Board of Education Workshop 6_00 PM/2.a. Troy HS Seam Arrangement  230105.pdf,893,2535,1642,recovered
B2 parsed to almost nothing,image-only page(s),"re-OCR, keep longer",2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM,11.A. Troy HS Seam Arrangement  230105.pdf,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM/11.A. Troy HS Seam Arrangement  230105.pdf,893,2535,1642,recovered
B2 parsed to almost nothing,image-only page(s),"re-OCR, keep longer",2024-09-17_Regular Meeting of the Board of Education 7_00 PM,2B All state list spring 2024.docx,2024-09-17_Regular Meeting of the Board of Education 7_00 PM/2B All state list spring 2024.docx,275,1605,1330,recovered
